                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 1.3715,                 2.2534,                 1.2077,                 1.2957,                0.64058,                0.64181,                0.66757,                0.39379,                0.63437,                0.64975,                0.64138,                0.30678,                  1.326,                 2.2899,                 1.0476,                 1.2739,              0.0012544,              0.0012544,              0.0012544
                     28,                 1.3101,                 2.1936,                 1.1051,                  1.257,                0.75155,                0.62951,                0.69352,                0.40068,                0.73108,                0.60934,                0.66087,                0.28086,                 1.3788,                 2.3499,                 1.1202,                  1.275,              0.0012379,              0.0012379,              0.0012379
                     29,                 1.2661,                  2.171,                 1.0994,                 1.2275,                0.71273,                0.60717,                0.68706,                 0.4001,                0.70753,                0.58266,                0.64886,                0.31556,                 1.4132,                 2.3636,                 1.1038,                  1.327,              0.0012214,              0.0012214,              0.0012214
                     30,                 1.2286,                 2.1382,                 1.0524,                 1.2091,                0.58892,                0.57667,                0.58931,                0.34363,                0.53021,                0.59967,                0.52956,                0.24006,                  1.397,                 2.6484,                 1.4408,                  1.361,              0.0012049,              0.0012049,              0.0012049
                     31,                 1.2338,                 2.0903,                 1.0316,                 1.1964,                0.67157,                0.64869,                0.65497,                0.37936,                0.62715,                0.62253,                0.56911,                0.22949,                 1.4478,                 3.0269,                 1.1493,                 1.3697,              0.0011884,              0.0011884,              0.0011884
                     32,                 1.2569,                 2.2126,                 1.1166,                 1.2406,                0.77039,                0.65214,                 0.7136,                0.42464,                0.72549,                0.60824,                0.63773,                 0.2964,                 1.3335,                 2.3015,                 1.0884,                 1.2889,              0.0011719,              0.0011719,              0.0011719
                     33,                  1.256,                 2.1237,                 1.0498,                 1.2232,                0.70092,                0.63772,                0.67455,                0.39851,                0.70929,                0.60629,                0.63885,                0.28602,                 1.3938,                 2.2501,                 1.1548,                 1.3252,              0.0011554,              0.0011554,              0.0011554
                     34,                 1.2179,                  2.065,                 1.0396,                 1.1982,                0.67242,                0.71187,                 0.6908,                0.42718,                0.67313,                0.66657,                0.66611,                0.29671,                 1.2456,                 2.4757,                 1.0539,                 1.2832,              0.0011389,              0.0011389,              0.0011389
                     35,                 1.2139,                 2.0955,                 1.0182,                 1.2093,                0.73488,                0.68215,                0.70959,                 0.4192,                0.72475,                0.66355,                0.66065,                0.32537,                 1.2472,                 2.1578,                 1.0939,                 1.2487,              0.0011224,              0.0011224,              0.0011224
                     36,                 1.2483,                 2.1787,                 1.0652,                 1.2181,                0.74689,                0.69568,                0.70104,                0.40924,                0.71786,                0.66343,                0.65806,                0.28569,                 1.3383,                 2.4256,                 1.0846,                 1.2705,              0.0011059,              0.0011059,              0.0011059
                     37,                 1.2534,                 2.1722,                 1.0496,                 1.2246,                0.71003,                0.66165,                0.66727,                0.37897,                0.68809,                0.59486,                0.62535,                0.22314,                 1.3707,                 2.7315,                 1.2468,                  1.273,              0.0010894,              0.0010894,              0.0010894
                     38,                 1.2041,                 2.0032,                 1.0108,                 1.2002,                0.74074,                0.68151,                0.69175,                0.41542,                0.70768,                0.64266,                0.64769,                0.32838,                 1.3573,                 2.2246,                 1.0316,                 1.2386,              0.0010729,              0.0010729,              0.0010729
                     39,                 1.2033,                 2.0741,                 1.0028,                 1.1847,                0.68173,                0.56757,                0.61974,                0.30812,                0.63571,                0.55715,                0.55024,                0.18729,                 1.7824,                 5.3934,                 1.5922,                 1.5017,              0.0010564,              0.0010564,              0.0010564
                     40,                 1.1846,                  2.012,                 0.9897,                  1.184,                0.73921,                0.67695,                0.68894,                0.43078,                0.72183,                0.65409,                0.65615,                0.34373,                 1.2791,                 2.1462,                 1.0078,                  1.238,              0.0010399,              0.0010399,              0.0010399
                     41,                 1.1499,                 1.9099,                0.96289,                  1.171,                0.66858,                0.66578,                0.66804,                0.39465,                0.73787,                0.58266,                0.62898,                0.31744,                 1.3284,                 2.2625,                 1.0853,                 1.2667,              0.0010234,              0.0010234,              0.0010234
                     42,                 1.1744,                 1.9887,                0.99153,                 1.1704,                0.68521,                0.71736,                0.70677,                0.45354,                0.67497,                0.67378,                0.66303,                0.36125,                 1.2192,                 2.0336,                 0.9665,                 1.2505,              0.0010069,              0.0010069,              0.0010069
                     43,                 1.1874,                 2.0171,                0.99985,                 1.1889,                0.73738,                0.60634,                0.65985,                0.39355,                0.71337,                0.58323,                0.61286,                0.30832,                  1.395,                 2.3113,                 1.2908,                 1.3436,             0.00099036,             0.00099036,             0.00099036
                     44,                  1.224,                 2.0568,                 1.0377,                  1.205,                0.80358,                0.67709,                0.75262,                 0.4728,                0.76563,                0.63995,                 0.6835,                0.35909,                 1.1912,                 2.1654,                0.89293,                 1.2201,             0.00097386,             0.00097386,             0.00097386
                     45,                 1.1281,                 1.8979,                0.94767,                  1.158,                0.78664,                0.71723,                 0.7574,                0.47683,                0.74449,                0.67904,                0.68787,                0.34235,                 1.2003,                 2.2308,                 0.9134,                 1.2127,             0.00095736,             0.00095736,             0.00095736
                     46,                 1.1413,                 1.9524,                0.95694,                  1.173,                 0.7717,                0.69813,                0.73769,                 0.4627,                0.73027,                0.65618,                0.65484,                0.36078,                 1.2112,                 2.0978,                0.93959,                 1.2046,             0.00094085,             0.00094085,             0.00094085
                     47,                 1.1505,                 1.9587,                0.93767,                 1.1703,                0.79046,                0.71114,                0.74693,                0.46306,                0.76312,                0.64566,                0.69306,                0.35206,                 1.2268,                 2.1357,                0.92889,                 1.2271,             0.00092435,             0.00092435,             0.00092435
                     48,                 1.1635,                 1.9568,                0.94323,                 1.1677,                0.66624,                0.65194,                0.65704,                 0.4165,                0.75483,                0.58085,                0.62318,                0.31992,                 1.3067,                 2.2411,                 1.0582,                  1.296,             0.00090785,             0.00090785,             0.00090785
                     49,                 1.1117,                 1.8391,                0.92442,                  1.154,                0.73087,                 0.6867,                0.71872,                0.43083,                0.70744,                0.60484,                 0.6516,                0.32349,                 1.3014,                 2.0907,                0.98107,                 1.2885,             0.00089134,             0.00089134,             0.00089134
                     50,                 1.1284,                 1.9511,                0.92945,                   1.15,                0.82414,                0.71157,                0.76839,                0.46659,                0.77444,                0.66985,                0.69056,                 0.3483,                   1.23,                 2.1262,                0.90549,                 1.2309,             0.00087484,             0.00087484,             0.00087484
                     51,                 1.1061,                 1.9234,                 0.9067,                 1.1338,                0.79646,                0.69658,                0.75461,                0.45014,                0.73426,                 0.6867,                0.68476,                0.34398,                 1.2459,                 2.1299,                0.89667,                 1.2534,             0.00085834,             0.00085834,             0.00085834
                     52,                 1.1336,                 1.8601,                0.90682,                 1.1514,                0.75823,                0.73541,                 0.7308,                0.44829,                 0.7199,                0.69813,                0.66841,                 0.3513,                 1.2491,                 2.1298,                0.93533,                 1.2514,             0.00084184,             0.00084184,             0.00084184
                     53,                 1.1209,                  1.873,                0.89067,                 1.1431,                0.75062,                0.75632,                0.72878,                0.44688,                0.71239,                0.72475,                0.67884,                0.34633,                 1.2689,                 2.1298,                 0.9698,                 1.2574,             0.00082533,             0.00082533,             0.00082533
                     54,                 1.1191,                 1.8881,                0.89899,                 1.1527,                 0.7493,                0.77376,                0.76693,                0.47756,                0.70078,                0.71723,                0.68111,                0.34567,                 1.1924,                 2.2003,                0.91271,                 1.2395,             0.00080883,             0.00080883,             0.00080883
                     55,                 1.1245,                 1.9047,                0.88716,                 1.1502,                0.75968,                0.72253,                0.75834,                0.43214,                0.70335,                0.67097,                0.68314,                0.28927,                 1.4089,                 2.3694,                0.98498,                 1.3011,             0.00079233,             0.00079233,             0.00079233
                     56,                  1.104,                 1.9172,                0.92932,                 1.1527,                0.79976,                0.72657,                  0.768,                0.49339,                0.72028,                0.72962,                0.72331,                0.37553,                 1.1922,                 2.0157,                0.89831,                 1.2165,             0.00077582,             0.00077582,             0.00077582
                     57,                 1.0886,                 1.8705,                 0.8692,                 1.1383,                0.78489,                0.70657,                0.74264,                0.46108,                0.74548,                0.69124,                0.71342,                0.34079,                 1.2336,                 2.1808,                0.93861,                 1.2318,             0.00075932,             0.00075932,             0.00075932
                     58,                 1.1225,                 1.8904,                0.90813,                 1.1559,                0.79103,                 0.7234,                0.74711,                0.46839,                 0.7475,                0.68475,                0.69861,                0.32537,                 1.1954,                 2.2349,                0.89467,                 1.2325,             0.00074282,             0.00074282,             0.00074282
                     59,                 1.0439,                 1.8301,                0.88171,                 1.1239,                0.77421,                0.70691,                0.71316,                0.46005,                0.74145,                0.68371,                0.68528,                0.37002,                 1.2063,                 2.0243,                0.94724,                 1.2437,             0.00072631,             0.00072631,             0.00072631
                     60,                 1.0468,                  1.761,                0.84509,                 1.1269,                0.79945,                0.72322,                0.71994,                0.44998,                0.76096,                0.70154,                0.67344,                  0.359,                 1.2344,                 2.1001,                0.94425,                 1.2326,             0.00070981,             0.00070981,             0.00070981
                     61,                 1.0672,                 1.7912,                0.85197,                 1.1165,                0.73268,                0.73451,                0.72224,                0.45505,                0.72545,                0.68008,                0.65526,                0.34114,                 1.2528,                 2.1196,                0.92687,                 1.2283,             0.00069331,             0.00069331,             0.00069331
                     62,                 1.0679,                 1.7706,                0.84003,                  1.116,                0.77504,                0.72684,                0.73899,                0.45486,                0.72914,                0.70215,                0.67189,                0.35645,                 1.2868,                 2.0985,                 0.9191,                 1.2385,              0.0006768,              0.0006768,              0.0006768
                     63,                 1.0287,                 1.8073,                0.84519,                 1.1168,                0.78156,                0.72085,                0.73572,                 0.4383,                0.73044,                0.67409,                0.66699,                0.33683,                 1.3475,                 2.3211,                0.95358,                 1.2771,              0.0006603,              0.0006603,              0.0006603
                     64,                   1.05,                 1.7809,                0.84164,                  1.119,                0.75171,                0.75445,                0.74269,                 0.4624,                0.73998,                0.69873,                 0.6831,                0.36777,                 1.2521,                 2.0634,                0.90389,                 1.2476,              0.0006438,              0.0006438,              0.0006438
                     65,                 1.0403,                 1.7999,                0.84225,                 1.1208,                0.76286,                0.74593,                0.73113,                0.45141,                 0.7337,                0.72562,                0.69745,                 0.3431,                 1.2477,                  2.082,                 0.9073,                 1.2544,             0.00062729,             0.00062729,             0.00062729
                     66,                  1.038,                 1.8236,                0.82037,                 1.1124,                0.79279,                0.71215,                0.73978,                0.46334,                0.75717,                 0.6953,                0.69651,                0.35367,                 1.2348,                 2.0517,                0.87858,                  1.272,             0.00061079,             0.00061079,             0.00061079
                     67,                 1.0304,                 1.7229,                0.77985,                 1.1133,                0.78334,                0.72809,                0.73798,                0.48205,                0.74361,                0.69081,                0.68615,                 0.3753,                 1.1873,                 2.0443,                 0.8638,                 1.2449,             0.00059429,             0.00059429,             0.00059429
                     68,                0.99864,                 1.6743,                 0.7802,                 1.1022,                 0.7773,                0.71346,                0.74189,                0.48151,                0.74999,                0.69095,                0.69071,                0.37816,                 1.2309,                 2.0821,                0.86929,                 1.2267,             0.00057778,             0.00057778,             0.00057778
                     69,                 1.0268,                 1.6903,                0.77558,                 1.1128,                0.77197,                0.74419,                0.76283,                 0.4992,                0.73456,                0.71781,                 0.7073,                0.37744,                  1.158,                 2.0381,                0.83449,                 1.2072,             0.00056128,             0.00056128,             0.00056128
                     70,                 1.0562,                 1.8321,                0.84856,                 1.1304,                0.75059,                0.72194,                0.72565,                0.46373,                0.73076,                 0.7028,                0.66582,                0.36288,                 1.2513,                  2.144,                0.93422,                 1.2435,             0.00054478,             0.00054478,             0.00054478
                     71,                 1.0262,                 1.7088,                0.80083,                 1.0963,                0.82002,                0.71346,                0.75446,                0.47658,                0.77636,                0.67518,                0.70308,                0.38022,                 1.1879,                  2.136,                0.86533,                 1.2396,             0.00052827,             0.00052827,             0.00052827
                     72,                0.99325,                 1.7271,                0.78219,                 1.0915,                0.79044,                0.71505,                0.73244,                0.46921,                0.74181,                0.68781,                0.68781,                0.38312,                 1.1634,                  2.177,                0.87065,                 1.2345,             0.00051177,             0.00051177,             0.00051177
                     73,                 1.0048,                 1.7528,                0.81714,                 1.1134,                0.77024,                0.70684,                0.72226,                0.46128,                0.74313,                0.68008,                0.67654,                0.37006,                 1.1835,                 2.2191,                0.86927,                 1.2147,             0.00049527,             0.00049527,             0.00049527
                     74,                 1.0077,                 1.7693,                0.77195,                 1.0984,                0.76217,                0.71842,                0.71812,                0.46519,                0.73732,                0.69047,                0.66571,                0.35066,                 1.1709,                 2.2731,                0.92238,                 1.2083,             0.00047876,             0.00047876,             0.00047876
                     75,                 1.0067,                 1.7172,                 0.7668,                 1.0965,                0.76445,                0.74212,                0.72388,                0.46957,                0.73898,                 0.7067,                0.67427,                0.36483,                 1.1559,                 2.1445,                0.86854,                 1.2202,             0.00046226,             0.00046226,             0.00046226
                     76,                0.99203,                 1.7311,                0.75906,                 1.0984,                0.78416,                0.75876,                0.74502,                0.47079,                0.75082,                0.71255,                0.68307,                0.38026,                 1.1932,                 2.0371,                0.86383,                 1.2194,             0.00044576,             0.00044576,             0.00044576
                     77,                0.96702,                 1.7047,                0.74891,                 1.0799,                0.80455,                0.73827,                0.74618,                0.49172,                 0.7645,                 0.7106,                0.69413,                0.37635,                 1.1522,                 2.0418,                0.84555,                 1.2133,             0.00042925,             0.00042925,             0.00042925
                     78,                   1.01,                   1.76,                 0.7795,                 1.1166,                0.79712,                0.76203,                0.76178,                 0.5029,                0.74815,                0.72099,                0.69074,                0.38561,                 1.1149,                 2.0753,                0.80561,                 1.2087,             0.00041275,             0.00041275,             0.00041275
                     79,                 0.9743,                 1.7216,                0.78168,                 1.1077,                0.81987,                0.73603,                0.75339,                0.50243,                0.77954,                 0.7028,                0.70238,                0.39852,                 1.1273,                 2.0521,                0.82084,                 1.2038,             0.00039625,             0.00039625,             0.00039625
                     80,                  0.958,                 1.6679,                0.75364,                 1.0871,                0.77811,                0.73764,                0.74417,                0.49958,                0.75897,                0.68042,                0.70211,                0.39131,                 1.1014,                   2.03,                0.83241,                  1.195,             0.00037974,             0.00037974,             0.00037974
                     81,                0.92406,                 1.5532,                0.73289,                 1.0569,                0.78938,                0.72703,                 0.7459,                0.49663,                0.77235,                0.68374,                0.70212,                0.36864,                 1.0978,                 2.0724,                0.84837,                 1.1952,             0.00036324,             0.00036324,             0.00036324
                     82,                0.95731,                 1.6192,                0.74087,                 1.0712,                0.80612,                0.70923,                 0.7423,                0.49117,                0.78042,                0.70141,                0.71262,                0.38779,                 1.1146,                 2.0434,                0.85138,                 1.2107,             0.00034674,             0.00034674,             0.00034674
                     83,                0.98182,                 1.7107,                0.77071,                 1.0986,                0.75325,                0.74025,                0.74273,                0.49652,                0.74172,                0.72663,                0.71485,                0.40599,                 1.1087,                 1.9943,                0.83858,                 1.2063,             0.00033023,             0.00033023,             0.00033023
                     84,                0.93283,                 1.6313,                 0.7243,                 1.0637,                0.77562,                0.72698,                0.73402,                0.49441,                0.75041,                0.70787,                0.70438,                0.39627,                 1.0778,                   1.99,                0.82851,                 1.1912,             0.00031373,             0.00031373,             0.00031373
                     85,                0.94189,                  1.658,                0.72962,                 1.0719,                0.79046,                0.71541,                0.74344,                0.48382,                0.73139,                 0.7297,                0.70648,                0.38525,                 1.1254,                 2.0146,                0.82393,                 1.2081,             0.00029723,             0.00029723,             0.00029723
                     86,                0.92595,                 1.5871,                0.71767,                 1.0628,                0.77116,                0.75121,                0.74447,                0.49555,                0.74294,                0.72425,                0.70398,                0.38907,                 1.1408,                 2.0291,                0.81089,                 1.2194,             0.00028072,             0.00028072,             0.00028072
                     87,                 0.9207,                  1.578,                0.71801,                 1.0627,                0.80059,                0.75515,                0.76314,                0.51314,                0.76831,                0.72462,                0.71137,                 0.3797,                 1.1464,                 2.0434,                0.79076,                 1.2338,             0.00026422,             0.00026422,             0.00026422
                     88,                0.90741,                 1.5176,                0.67524,                 1.0682,                0.78939,                0.76046,                0.75681,                0.51009,                0.76643,                0.72022,                0.71002,                0.38775,                  1.148,                 2.0009,                0.79352,                 1.2311,             0.00024772,             0.00024772,             0.00024772
                     89,                0.90976,                 1.5652,                0.69618,                  1.059,                0.81147,                0.75255,                0.76394,                0.51354,                0.78623,                0.72646,                0.70924,                0.39295,                 1.1351,                 2.0016,                0.79363,                 1.2269,             0.00023121,             0.00023121,             0.00023121
                     90,                0.91414,                 1.6019,                0.71184,                 1.0587,                 0.8092,                0.76022,                0.76023,                0.50122,                0.76298,                 0.7336,                0.70335,                0.38537,                 1.1603,                 2.0417,                0.80364,                 1.2296,             0.00021471,             0.00021471,             0.00021471
                     91,                0.93073,                 1.6209,                0.79924,                 1.1003,                0.81386,                0.76661,                0.76629,                 0.5106,                0.76454,                0.72503,                0.68965,                0.37661,                  1.142,                 2.0971,                0.80054,                 1.2196,             0.00019821,             0.00019821,             0.00019821
                     92,                0.89442,                 1.5128,                0.68996,                 1.0693,                0.80843,                0.77782,                 0.7664,                0.51134,                0.76428,                0.72342,                0.70303,                0.37209,                 1.1615,                 2.1376,                0.81871,                 1.2205,              0.0001817,              0.0001817,              0.0001817
                     93,                0.87875,                 1.4363,                0.68323,                 1.0437,                 0.7887,                0.77469,                0.76262,                0.51249,                0.75899,                0.73555,                0.71426,                  0.385,                  1.171,                 2.1485,                0.81729,                 1.2215,              0.0001652,              0.0001652,              0.0001652
                     94,                0.86687,                 1.4739,                0.68998,                 1.0601,                 0.7929,                0.77179,                0.76309,                0.51727,                0.76784,                0.73841,                0.71459,                0.39513,                  1.135,                 2.0864,                0.81132,                 1.2125,              0.0001487,              0.0001487,              0.0001487
                     95,                0.88483,                 1.4469,                 0.6762,                 1.0568,                0.78846,                 0.7775,                0.76027,                0.50495,                0.75931,                0.73331,                 0.7065,                0.39373,                 1.1422,                 2.0689,                0.81422,                 1.2215,             0.00013219,             0.00013219,             0.00013219
                     96,                0.81429,                 1.3767,                0.63079,                 1.0235,                0.77861,                0.78565,                 0.7554,                0.49807,                0.75694,                0.73074,                0.70249,                0.38099,                 1.1527,                 2.0928,                0.83047,                 1.2384,             0.00011569,             0.00011569,             0.00011569
                     97,                 0.8086,                  1.392,                0.63258,                 1.0311,                0.79389,                0.77991,                0.76249,                0.50039,                0.74875,                0.74066,                0.69834,                0.38205,                 1.1522,                 2.0934,                0.81642,                 1.2387,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.80436,                 1.3646,                0.60204,                 1.0116,                0.78632,                0.75957,                0.75956,                0.50104,                0.75005,                0.71346,                0.69349,                0.38394,                 1.1592,                 2.1014,                0.82024,                   1.24,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                 0.8185,                 1.3733,                0.62613,                 1.0317,                0.77792,                0.76503,                0.76155,                0.50367,                0.74204,                0.72684,                0.69514,                0.39224,                 1.1643,                 2.0972,                0.81864,                 1.2436,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.82714,                 1.4312,                0.63925,                 1.0405,                 0.7778,                0.76804,                0.76214,                0.50701,                0.73486,                0.72444,                0.69503,                 0.4038,                 1.1527,                  2.083,                0.80981,                 1.2405,             4.9677e-05,             4.9677e-05,             4.9677e-05
